lei,lender_name,source_year,source,status
254900O28OG3UMHXQY81,"Strong Home Mortgage, LLC",2025,Official HMDA Data Browser filers API,matched
254900O2K17TNH5CL873,"RF RENOVO MANAGEMENT COMPANY, LLC",2025,Official HMDA Data Browser filers API,matched
254900O723MCLR701H50,"Neighborhood Loans, Inc.",2023,Official HMDA Data Browser filers API,matched
254900O86JRT86YLQO47,Seasons Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900OC13I9CJC7SD87,Prevail Bank,2023,Official HMDA Data Browser filers API,matched
254900OCB5PJQMM6LU72,Western Ohio Mortgage Corporation,2023,Official HMDA Data Browser filers API,matched
254900OCV4AWL56SWL08,The Payne County Bank,2025,Official HMDA Data Browser filers API,matched
254900OD9TDRYGWJ0N48,First National Bank,2025,Official HMDA Data Browser filers API,matched
254900OGMHGN3FQRRB74,Helm Bank USA,2025,Official HMDA Data Browser filers API,matched
254900OI3V8V16I60I06,Kearney Trust Company,2025,Official HMDA Data Browser filers API,matched
254900OT54ME4E0YT820,,,Official HMDA Data Browser filers API,unmatched
254900OVHD0ZZK65EQ86,The People's Credit Union,2025,Official HMDA Data Browser filers API,matched
254900OYJ23M4J7IJI76,ACIPCO Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900OZCVAL2OC4DT59,State Savings Bank,2023,Official HMDA Data Browser filers API,matched
254900P2JMSUZCYLE858,Provident Credit Union,2025,Official HMDA Data Browser filers API,matched
254900P3FG3HDU6NKK74,Monroe Federal Savings and Loan Association,2024,Official HMDA Data Browser filers API,matched
254900P4A09O6AABF892,First Southern Bank,2025,Official HMDA Data Browser filers API,matched
254900P681DTTH4I3144,Western State Bank,2025,Official HMDA Data Browser filers API,matched
254900P6Q7UI8DAKYX49,GuardHill Financial Corp.,2024,Official HMDA Data Browser filers API,matched
254900P7WLDQD9IUL038,Service Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900PBEMOERRZO9E31,"iCore Lending, Inc.",2023,Official HMDA Data Browser filers API,matched
254900PE3F2ADLAJRQ97,Christian Financial Credit Union,2025,Official HMDA Data Browser filers API,matched
254900PFOL1KDTRYWV11,New York University Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900PGYR823NJVNM29,UniBank,2024,Official HMDA Data Browser filers API,matched
254900PH44D8BB632E53,City Of Boston Credit Union,2024,Official HMDA Data Browser filers API,matched
254900PHRI1MCM69UM20,First Savings Bank,2025,Official HMDA Data Browser filers API,matched
254900PJ63T7KFSHAV90,The Merchants National Bank,2024,Official HMDA Data Browser filers API,matched
254900PJUWNEQ2VZTG49,Bank of Kampsville,2025,Official HMDA Data Browser filers API,matched
254900PJVECT3YD6KY88,Bank of New Hampshire,2025,Official HMDA Data Browser filers API,matched
254900PKDTFIJ2XB1675,The Bank of Old Monroe,2025,Official HMDA Data Browser filers API,matched
254900PP57SEJJCWLI44,Maine State Credit Union,2024,Official HMDA Data Browser filers API,matched
254900PQLW7K91KOVU18,Sun East Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900PRB9DTJAHMMZ45,"ROSS MORTGAGE COMPANY, INC.",2025,Official HMDA Data Browser filers API,matched
254900PS2KU65ZEUOA41,American Community Bank of Indiana,2025,Official HMDA Data Browser filers API,matched
254900PST6LLDPCKSN83,North Shore Bank,2025,Official HMDA Data Browser filers API,matched
254900PVWALA7JTBXA31,WILSON BANK AND TRUST,2025,Official HMDA Data Browser filers API,matched
254900PZD34K8KYJD223,SACO VALLEY CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900PZMV3V09E3HO84,MEMBERS CHOICE OF CENTRAL TEXAS FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900Q5026VQBAVI394,Community First,2024,Official HMDA Data Browser filers API,matched
254900Q6IHGQO7INVC79,The Lyons National Bank,2025,Official HMDA Data Browser filers API,matched
254900Q6YS0NMCYAH669,Tompkins Community Bank,2025,Official HMDA Data Browser filers API,matched
254900Q92E0LJ0RGCE42,VACATIONLAND FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900Q9V3DYHBRTUH61,1st National Bank,2025,Official HMDA Data Browser filers API,matched
254900QA42CLV3RMFZ29,Bank of the West,2023,Official HMDA Data Browser filers API,matched
254900QC7DVGIYVGB494,Resource One Credit Union,2025,Official HMDA Data Browser filers API,matched
254900QIPUZ7PAK59X63,PEOPLES BANK,2025,Official HMDA Data Browser filers API,matched
254900QIXIWRRJZY1H73,Legacy Bank,2024,Official HMDA Data Browser filers API,matched
254900QKCUJ5YL7WA384,First Pryority Bank,2025,Official HMDA Data Browser filers API,matched
254900QNIR86GUIRYH95,"FlexPoint, Inc.",2025,Official HMDA Data Browser filers API,matched
254900QPQ7RHWVUGYW23,"Pivotal Capital Group II, LLC",2023,Official HMDA Data Browser filers API,matched
254900QQIJN4KR6ZBW98,CITIZENS BANK OF ROGERSVILLE,2025,Official HMDA Data Browser filers API,matched
254900QQWO96MJ2ZIL95,PINEYWOODS CAPITAL LLC,2023,Official HMDA Data Browser filers API,matched
254900QRD0ZXHH08TX87,"NETWORK FUNDING, L.P.",2025,Official HMDA Data Browser filers API,matched
254900QRJBX9155TRB79,Falcon National Bank,2024,Official HMDA Data Browser filers API,matched
254900QSYPZJ7UL0PC48,F A A Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900QUKN0IZ6XQZY33,First Security Bank,2023,Official HMDA Data Browser filers API,matched
254900QXDYW5OTSNTL04,3RD STREET FINANCIAL CORP.,2025,Official HMDA Data Browser filers API,matched
254900QXGTL5RYZXK761,Cornerstone Bank,2025,Official HMDA Data Browser filers API,matched
254900QY5ST0J7P6M123,DIME BANK,2025,Official HMDA Data Browser filers API,matched
254900R1UY5PAEIHXX38,SKYLINE NATIONAL BANK,2024,Official HMDA Data Browser filers API,matched
254900R24PHQB7GDFD26,Mabrey Bank,2025,Official HMDA Data Browser filers API,matched
254900R3GSQ9SP0VJU09,The Focus Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900R4U4WND1HMIZ29,American Continental Bank,2025,Official HMDA Data Browser filers API,matched
254900R51FSMCPO6HB07,The Evangeline Bank & Trust Company,2025,Official HMDA Data Browser filers API,matched
254900R7H27ZMB7IRC26,Bank of Commerce,2025,Official HMDA Data Browser filers API,matched
254900R9A6TW85BTVS20,Shea Mortgage Inc.,2025,Official HMDA Data Browser filers API,matched
254900RAPDJZFI07WS81,Hometown National Bank,2025,Official HMDA Data Browser filers API,matched
254900RD08FFMO7DRN13,Cross Bank,2024,Official HMDA Data Browser filers API,matched
254900REMJXT9T25JI51,First National Bank of Bosque County,2025,Official HMDA Data Browser filers API,matched
254900RFZH9I62FGU045,"American Mortgage Bank, LLC",2025,Official HMDA Data Browser filers API,matched
254900RKKWUZX0NEH310,Community State Bank of Missouri,2025,Official HMDA Data Browser filers API,matched
254900RKU25JCJEP4R59,SECNY Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900RM3T6WAVE6SA24,AML FUNDING LLC,2025,Official HMDA Data Browser filers API,matched
254900RND4J0SY320F06,First National Bank,2025,Official HMDA Data Browser filers API,matched
254900RNV63A0TIZNK90,,,Official HMDA Data Browser filers API,unmatched
254900RO87UFWPI72M63,First Community CU of Beloit,2025,Official HMDA Data Browser filers API,matched
254900RQ2FMUUUQUGI02,CITIZENS BANK,2023,Official HMDA Data Browser filers API,matched
254900RQX8N4HXJIDK44,FRANKLIN LOAN CORPORATION,2025,Official HMDA Data Browser filers API,matched
254900RS9VT8OKTIBO33,First Security State Bank,2025,Official HMDA Data Browser filers API,matched
254900RUCO27MVGTO768,Loan Funder LLC,2025,Official HMDA Data Browser filers API,matched
254900RW4F62S7FHDV91,UNITED COMMUNITY CREDIT UNION,2023,Official HMDA Data Browser filers API,matched
254900RZAKWEVNKBVY93,REGIONAL MISSOURI BANK,2024,Official HMDA Data Browser filers API,matched
254900S1MZBA1L5LZF88,Lufthansa Employee Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900S293MIVH34PR45,North Side Federal Savings and Loan Association of Chicago,2025,Official HMDA Data Browser filers API,matched
254900S2BHB4ZY0JPI53,Raccoon Valley Bank,2025,Official HMDA Data Browser filers API,matched
254900S61OCEX8MXZI58,Decatur County Bank,2025,Official HMDA Data Browser filers API,matched
254900S72Y8VX4GAD318,"First Community Bank of the Heartland, Inc",2024,Official HMDA Data Browser filers API,matched
254900SG0DG9VHV3LR79,First Commercial Bank,2025,Official HMDA Data Browser filers API,matched
254900SK7KTN4QNPHP32,CITIZENS & NORTHERN BANK,2025,Official HMDA Data Browser filers API,matched
254900SKRNN38GYC7R38,Ukrainian Selfreliance Michigan Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900SKRYMF38M2P535,UNION STATE BANK,2024,Official HMDA Data Browser filers API,matched
254900SOAE0WU8JM0177,MainStreet Bank,2025,Official HMDA Data Browser filers API,matched
254900SPZRGOBHSHRP90,Community Savings Bank,2025,Official HMDA Data Browser filers API,matched
254900SRBPINTG8V7N66,"Pike Bancorp, Inc.",2025,Official HMDA Data Browser filers API,matched
254900SRWC0U4V5XQ024,BANK OF STOCKTON,2025,Official HMDA Data Browser filers API,matched
254900SRX8H2BWRMDQ91,PUTNAM COUNTY BANK,2025,Official HMDA Data Browser filers API,matched
254900STQNOPFZCGOO46,FIRST BANK OF PIKE,2024,Official HMDA Data Browser filers API,matched
254900STXIE710EZPY52,Fidelity Federal Savings and Loan Association Of Delaware,2025,Official HMDA Data Browser filers API,matched
254900SUM1U8US3D2Z03,First Federal Savings Bank of Twin Falls,2025,Official HMDA Data Browser filers API,matched
254900SUZ313OILKVD67,"Cazle Mortgage, Inc.",2025,Official HMDA Data Browser filers API,matched
254900T1NXF0ZR9PMX05,STREATOR ONIZED CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900T2AM7E5EQDN105,"Terrabank, National Association",2025,Official HMDA Data Browser filers API,matched
254900T37KTTXKCK3416,Rivermark Community,2024,Official HMDA Data Browser filers API,matched
254900T576VYG7I55390,Pen Air Credit Union,2025,Official HMDA Data Browser filers API,matched
254900T73HGYTHZBWG27,,,Official HMDA Data Browser filers API,unmatched
254900T8N4RLS6G3BF64,,,Official HMDA Data Browser filers API,unmatched
254900T8NVZTD1Q8U318,Guardians Credit Union,2025,Official HMDA Data Browser filers API,matched
254900TBJSIXN1M7S968,"FJM PRIVATE MORTGAGE FUND, LLC",2023,Official HMDA Data Browser filers API,matched
254900TG14TB8RKS3U42,"Filo Mortgage, L.L.C.",2025,Official HMDA Data Browser filers API,matched
254900TG3REX549BAZ53,CENTRAL BANK,2024,Official HMDA Data Browser filers API,matched
254900TIRELTI8ENRL83,AMOCO,2025,Official HMDA Data Browser filers API,matched
254900TJCZAM25V2WZ38,West Michigan Credit Union,2023,Official HMDA Data Browser filers API,matched
254900TM81D0YC1B9584,Metro City Bank,2025,Official HMDA Data Browser filers API,matched
254900TNWPAJO9ECH811,Citymark Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900TO7P4MVLV70225,First National Bank of Brookfield,2025,Official HMDA Data Browser filers API,matched
254900TQL77TN5I01K05,Fortifi Bank,2025,Official HMDA Data Browser filers API,matched
254900TSA1PSM0OS4798,,,Official HMDA Data Browser filers API,unmatched
254900TSSJ6QLFK4C243,Citizens 1st Bank,2025,Official HMDA Data Browser filers API,matched
254900TTZ395IC926125,"Sierra Pacific Mortgage Company, Inc.",2025,Official HMDA Data Browser filers API,matched
254900TW8OMXXV334D32,Workmen's Circle Credit Union,2023,Official HMDA Data Browser filers API,matched
254900TY6UTJ321IPS13,Union Federal Savings and Loan Association,2025,Official HMDA Data Browser filers API,matched
254900TYS8TXJLPURN43,CenturyFirst Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900TZ5NHC3GYO2U31,Henderson Federal Savings Bank,2025,Official HMDA Data Browser filers API,matched
254900U0LVIJMXKBGT11,Heartland Bank,2025,Official HMDA Data Browser filers API,matched
254900U1OBL1MC6M6518,"MortgageCountry, LLC",2025,Official HMDA Data Browser filers API,matched
254900U2ZPLWQTSD3158,Orion Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900U38QOOLJB8FS91,Presence Bank,2025,Official HMDA Data Browser filers API,matched
254900U73LH68Q5NY562,,,Official HMDA Data Browser filers API,unmatched
254900U7G0LJ4QNSFC86,MANUFACTURERS BANK & TRUST COMPANY,2025,Official HMDA Data Browser filers API,matched
254900UAJ26M2YIF0822,Better Banks,2025,Official HMDA Data Browser filers API,matched
254900UD8AEXTVCVAF72,Transportation Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900UFC85SQD8XYU52,First Federal Bank & Trust,2023,Official HMDA Data Browser filers API,matched
254900UHFHT3IWKY8K19,"Directions Credit Union, Inc.",2025,Official HMDA Data Browser filers API,matched
254900UISKR0QR32CI62,Itasca Bank & Trust Co.,2025,Official HMDA Data Browser filers API,matched
254900UKANDAKWQ7CR03,NORTHEAST SECURITY BANK,2024,Official HMDA Data Browser filers API,matched
254900UKSP6SQGRSFL18,INTERNATIONAL FINANCE BANK,2025,Official HMDA Data Browser filers API,matched
254900UL88QFG0E40516,FIGURE LENDING LLC,2025,Official HMDA Data Browser filers API,matched
254900UQIE22KBNLG837,River City Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
254900UR7PKXXBLHG019,Homeland Mortgage Company,2025,Official HMDA Data Browser filers API,matched
254900URXOKFMBYQ0V69,SIERRA CENTRAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900V3UIQOTJCM3S60,,,Official HMDA Data Browser filers API,unmatched
254900V6GCDMRQZ34D96,LUXURY MORTGAGE CORP.,2025,Official HMDA Data Browser filers API,matched
254900V9842QPBGIO804,Honor Credit Union,2025,Official HMDA Data Browser filers API,matched
254900V9IPN94068J011,Members Alliance Credit Union,2025,Official HMDA Data Browser filers API,matched
254900VA7WQ1PZGYI558,Morris Bank,2025,Official HMDA Data Browser filers API,matched
254900VCWCM4JYEUI429,VisionBank,2025,Official HMDA Data Browser filers API,matched
254900VE4XTOQUE8NZ77,ICE LENDER HOLDINGS LLC,2025,Official HMDA Data Browser filers API,matched
254900VECGAWC5CPU773,Tyndall Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900VELJPWWT51WN03,General Mortgage Capital Corporation,2025,Official HMDA Data Browser filers API,matched
254900VFRQR5ZLXRQ298,Ocean Financial Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900VGJ76Q9SD43C88,American Metro Bank,2025,Official HMDA Data Browser filers API,matched
254900VGVHD3B82JEV95,Portage Bank,2024,Official HMDA Data Browser filers API,matched
254900VH8KY0194IAU87,HNB FIRST BANK,2025,Official HMDA Data Browser filers API,matched
254900VHR12KN8C3F913,"The Commercial and Savings Bank of Millersburg, Ohio",2025,Official HMDA Data Browser filers API,matched
254900VHUBSJJKOMBF27,"GOLDEN EMPIRE MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
254900VK6BPC7QRSZD77,Southwestern National Bank,2025,Official HMDA Data Browser filers API,matched
254900VKT2R0R20CR104,First Farmers and Merchants Bank,2024,Official HMDA Data Browser filers API,matched
254900VNHREN5BIMTO39,Green Mountain Credit Union,2024,Official HMDA Data Browser filers API,matched
254900VOHINLR793U293,Highpoint Community Bank,2024,Official HMDA Data Browser filers API,matched
254900VRRL70B52CAL31,,,Official HMDA Data Browser filers API,unmatched
254900VT356QLU1SWW81,Flagship Bank,2025,Official HMDA Data Browser filers API,matched
254900VUE5T1INQKZ414,COASTLINE FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900VX7NAZSPBPUE16,"Constant Investments, Inc.",2025,Official HMDA Data Browser filers API,matched
254900VXX8ZL7L9EX282,"Philadelphia Mortgage Advisors, Inc.",2025,Official HMDA Data Browser filers API,matched
254900W44IWNZ2DBCR56,First National Bank of Decatur County,2025,Official HMDA Data Browser filers API,matched
254900W4EKVR6GZ0KS84,Northwest Community Bank,2023,Official HMDA Data Browser filers API,matched
254900W5FNEFKJ3R5088,FIRST CAHAWBA BANK,2024,Official HMDA Data Browser filers API,matched
254900W601P3EA8Y5794,Insignia Capital Corp.,2025,Official HMDA Data Browser filers API,matched
254900W66Q1214MV8X83,,,Official HMDA Data Browser filers API,unmatched
254900W66Q12I4MV8X83,OMNI COMMUNITY CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
254900WAN5TOEYBJJR25,United Heritage Credit Union,2025,Official HMDA Data Browser filers API,matched
254900WBAI0VC58ALC63,"SIERRA LENDING GROUP, LLC",2025,Official HMDA Data Browser filers API,matched
254900WBNJ2MGXXXDY75,Pathfinder Bank,2025,Official HMDA Data Browser filers API,matched
254900WEP08K7U7S3A80,Nations Lending Corporation,2025,Official HMDA Data Browser filers API,matched
254900WEQ8ITQNQ9AQ74,"TOTAL QUALITY FINANCIAL, INC.",2024,Official HMDA Data Browser filers API,matched
254900WH43E1KZKSNH40,"Arixa Enhanced Income Fund, L.P.",2025,Official HMDA Data Browser filers API,matched
254900WJGWD3H4OFK051,The People's Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900WLIQVZ1HPUUJ36,TXN Bank,2025,Official HMDA Data Browser filers API,matched
254900WMFKWPLR3B4U63,Fidelity Bank,2025,Official HMDA Data Browser filers API,matched
254900WO60HTEULEHM24,AMERICAN PRIDE BANK,2025,Official HMDA Data Browser filers API,matched
254900WQ6O9JA8WI5W89,Dort Financial Credit Union,2025,Official HMDA Data Browser filers API,matched
254900WQBZOLXT53K570,Peoples Bank,2024,Official HMDA Data Browser filers API,matched
254900WQCRCK13A7DC81,Fortera Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900WRP19TBSQG0Z89,Midwest Bank,2025,Official HMDA Data Browser filers API,matched
254900WS1VXVLBPOY323,BankCherokee,2025,Official HMDA Data Browser filers API,matched
254900WT4HAMDFWH3048,"SOUTH RIVER MORTGAGE, LLC",2025,Official HMDA Data Browser filers API,matched
254900WTZC5SSKIN2M11,First National Bank of America,2025,Official HMDA Data Browser filers API,matched
254900WZ3RTY75P7HO83,Eagle Community Credit Union,2025,Official HMDA Data Browser filers API,matched
254900X35MRL59HP3350,,,Official HMDA Data Browser filers API,unmatched
254900X5VVSXLQGRTJ55,Community Bank Mankato,2025,Official HMDA Data Browser filers API,matched
254900XA5WVWGS9RET72,LITTLE HORN STATE BANK,2024,Official HMDA Data Browser filers API,matched
254900XDYZ6BODFLQ385,The First Citizens National Bank of Upper Sandusky,2024,Official HMDA Data Browser filers API,matched
254900XIJWVBUNAUBG18,Rock Valley Credit Union,2025,Official HMDA Data Browser filers API,matched
254900XJUBW1WCO2J645,"Classic Bank, National Association",2025,Official HMDA Data Browser filers API,matched
254900XK1QLA60R87H84,SaviBank,2025,Official HMDA Data Browser filers API,matched
254900XM56YJW3X8VP97,First Federal Savings and Loan Association of San Rafael,2025,Official HMDA Data Browser filers API,matched
254900XN7UWEWK13RO81,PREMIUM MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
254900XPILOY1LB5CK32,Hamilton Mortgage Corporation,2025,Official HMDA Data Browser filers API,matched
254900XRQ4U9ABU6F580,D. L. EVANS BANK,2025,Official HMDA Data Browser filers API,matched
254900XS6ZEOAD9Q6N72,We Florida Financial,2025,Official HMDA Data Browser filers API,matched
254900XSTAR7AIPG0A39,Community Bank of Louisiana,2025,Official HMDA Data Browser filers API,matched
254900XT937N1XUKWX63,U.S. CENTURY BANK,2025,Official HMDA Data Browser filers API,matched
254900XX2FPZR1Y4FO11,Community Savings Bank,2025,Official HMDA Data Browser filers API,matched
254900XY9IETIM2DL872,Pennian Bank,2025,Official HMDA Data Browser filers API,matched
254900XZ6MY7WSIHIY14,Classic City Bank,2025,Official HMDA Data Browser filers API,matched
254900XZCT60J2G3HK85,Blue Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900Y2VQW872IK0096,The First National Bank of Evant,2025,Official HMDA Data Browser filers API,matched
254900Y3CWQSLFVW8D53,Border Bank,2024,Official HMDA Data Browser filers API,matched
254900Y3KT6SZM11MQ06,"Third Coast Bank, SSB",2025,Official HMDA Data Browser filers API,matched
254900Y4QCRHFQOGEU34,Ukrainian Selfreliance Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
254900Y6EUNN0KGMJW67,Commercial Lender LLC,2025,Official HMDA Data Browser filers API,matched
254900YA1AQXNM8QVZ06,"WALKER & DUNLOP, LLC",2025,Official HMDA Data Browser filers API,matched
254900YAD0R5TBY92Y41,Northwestern Bank,2025,Official HMDA Data Browser filers API,matched
254900YB9XQDO5W4KU33,Radiant Credit Union,2025,Official HMDA Data Browser filers API,matched
254900YIISLA68FQYZ66,United Prairie Bank,2023,Official HMDA Data Browser filers API,matched
254900YJOY30UROEAG69,First National Bank of Huntsville,2025,Official HMDA Data Browser filers API,matched
254900YJQZQTI7TUKN67,"Trinity Oaks Mortgage, LLC",2025,Official HMDA Data Browser filers API,matched
254900YK0G0T2WULHK84,Midwest Bank,2025,Official HMDA Data Browser filers API,matched
254900YLQBQNWLGKOI74,"Industrial and Commercial Bank of China USA, National Association",2025,Official HMDA Data Browser filers API,matched
254900YN9PO8IN8BND47,Farmers Savings Bank,2025,Official HMDA Data Browser filers API,matched
254900YOL8EJ9NBHIE43,Town & Country Bank,2024,Official HMDA Data Browser filers API,matched
254900YPMNKIA6O0HC78,Heritage Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900YPPMV9UM5FUW09,Loansteady LLC,2025,Official HMDA Data Browser filers API,matched
254900YSYHBYDFRVT153,"Pathways Financial Credit Union, Inc.",2024,Official HMDA Data Browser filers API,matched
254900YTMXVNCWHCVS50,The First National Bank of Bastrop,2025,Official HMDA Data Browser filers API,matched
254900YV0O58MHFPZV28,Generations Bank,2025,Official HMDA Data Browser filers API,matched
254900YVV9JOGMYFZO90,"HABITFACTORY USA, INC.",2025,Official HMDA Data Browser filers API,matched
254900YY36UO9MBPH808,Diamond Bank,2025,Official HMDA Data Browser filers API,matched
254900YY8IQK41QDLZ95,Advantage Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900YZ174H294JW398,,,Official HMDA Data Browser filers API,unmatched
254900Z5QRSHW4Y8CR51,CREDIT UNION OF TEXAS,2025,Official HMDA Data Browser filers API,matched
254900Z8I9USTJ1JA072,Magnolia State Bank,2025,Official HMDA Data Browser filers API,matched
254900Z9CBWZF8ECUS45,Collins State Bank,2025,Official HMDA Data Browser filers API,matched
254900ZAMAXWLAJ7AA55,"212 Loans of California, LLC",2023,Official HMDA Data Browser filers API,matched
254900ZELVKWROFNEC29,Ardent Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900ZF5TG4BM7Y8P59,Wisconsin River Bank,2024,Official HMDA Data Browser filers API,matched
254900ZFWS2106HWPH46,"Paramount Residential Mortgage Group, Inc.",2025,Official HMDA Data Browser filers API,matched
254900ZHQ3HT9DN8GB42,Eglin Credit Union,2025,Official HMDA Data Browser filers API,matched
254900ZJM7YMM3MA5J75,The First Bank of Greenwich,2025,Official HMDA Data Browser filers API,matched
254900ZK2F0EPOFMKG41,Bruning Bank,2025,Official HMDA Data Browser filers API,matched
254900ZKVJDEYHV22276,OnPath Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900ZOIZTP7ZF6AH17,"Resource Bank, National Association",2025,Official HMDA Data Browser filers API,matched
254900ZP8FK47JENCV60,Alliance Bank,2025,Official HMDA Data Browser filers API,matched
254900ZPR9P3OI95VG04,"CONTINENTAL MORTGAGE BANKERS, INC.",2025,Official HMDA Data Browser filers API,matched
254900ZPTT694OV6U433,FIRSTMARK,2025,Official HMDA Data Browser filers API,matched
254900ZW2DR74NU0ZY74,"TEXAS MORTGAGE LENDING, LLC",2025,Official HMDA Data Browser filers API,matched
254900ZWDLZRZ1IY7113,Guardian Bank,2025,Official HMDA Data Browser filers API,matched
254900ZX1UPIG2E7TH11,"Assurance Financial Group, L.L.C.",2025,Official HMDA Data Browser filers API,matched
254900ZZPN19KA3GL698,DMD Financial Corporation,2024,Official HMDA Data Browser filers API,matched
2I8LP0RLR14D1X6W0P51,"Schaumburg Bank & Trust Company, National Association",2025,Official HMDA Data Browser filers API,matched
2WHM8VNJH63UN14OL754,The Huntington National Bank,2025,Official HMDA Data Browser filers API,matched
337KMNHEWWWR6B7Q7W10,MidFirst Bank,2025,Official HMDA Data Browser filers API,matched
38CFVD4YYFWD1FV7IM34,Nicolet National Bank,2025,Official HMDA Data Browser filers API,matched
38PG5GG0OEQK4QMSKE59,Texas Capital Bank,2025,Official HMDA Data Browser filers API,matched
3F3G50WF6GG95B8BM859,"FIRST HOLDING COMPANY OF CAVALIER, INC.",2024,Official HMDA Data Browser filers API,matched
3HICJPQ15PGZSBFDNJ82,"Crystal Lake Bank & Trust Company, N.A.",2025,Official HMDA Data Browser filers API,matched
3T5M8FX6V6B82KVKOB17,Interaudi Bank,2025,Official HMDA Data Browser filers API,matched
3Y4U8VZURTYWI1W2K376,BMO Bank National Association,2025,Official HMDA Data Browser filers API,matched
4EP6JBYBTPTQ47LZOB67,"BNY Mellon, National Association",2025,Official HMDA Data Browser filers API,matched
4LJGQ9KJ9S0CP4B1FY29,Stock Yards Bank & Trust Company,2025,Official HMDA Data Browser filers API,matched
529900YKD9FOL6BFSG98,,,Official HMDA Data Browser filers API,unmatched
54930000REMJYLBAS614,1NB Bank,2025,Official HMDA Data Browser filers API,matched
54930001LYHHRVGJ6B97,Cornerstone National Bank & Trust Company,2025,Official HMDA Data Browser filers API,matched
54930001NSTOD85LT125,"GUARANTEED RATE AFFINITY, LLC",2025,Official HMDA Data Browser filers API,matched
549300029HOKG1DFPD77,SkyPoint Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
54930002HD26G3OGZR79,,,Official HMDA Data Browser filers API,unmatched
54930002O9LLXKR6TF11,BAY-VALLEY MORTGAGE GROUP,2025,Official HMDA Data Browser filers API,matched
54930002ZF7XTZGVKY26,Pioneer Bank,2025,Official HMDA Data Browser filers API,matched
5493000321W4GKLZ1Y10,MOBILITY CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300032FNX4IOT2T93,"Petefish, Skiles & Co.",2025,Official HMDA Data Browser filers API,matched
5493000349C5XXDRQX28,STG MORTGAGE INC,2025,Official HMDA Data Browser filers API,matched
549300038578ZJ284Y20,"SILVER HILL FUNDING, LLC",2025,Official HMDA Data Browser filers API,matched
54930004MLYQ2HKUPN66,"TRISTAR FINANCE, INC.",2024,Official HMDA Data Browser filers API,matched
54930004SDYVHYN4M716,Coastal Carolina National Bank,2025,Official HMDA Data Browser filers API,matched
54930004Z0FN1LYUET14,Owen County State Bank,2025,Official HMDA Data Browser filers API,matched
549300054IBXNJUH0T10,Vintage Bank Kansas,2025,Official HMDA Data Browser filers API,matched
5493000620E7C8WJN859,,,Official HMDA Data Browser filers API,unmatched
54930007CZ6K4RNOYC20,SOUTHWEST FINANCIAL FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
54930007KK7ZS3IJVC25,RED CANOE CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
54930008MKP7T81OVK54,FAIR WAY LENDING LLC,2025,Official HMDA Data Browser filers API,matched
549300095ABBENNWE160,BankTennessee,2025,Official HMDA Data Browser filers API,matched
54930009DUZUXUZIDL84,The Farmers & Merchants Bank,2025,Official HMDA Data Browser filers API,matched
54930009LUIVFTPRGT26,"JAYCO PREMIUM FINANCE OF CALIFORNIA, INC.",2023,Official HMDA Data Browser filers API,matched
54930009M8OIJWECQX81,"Shore United Bank, N.A.",2025,Official HMDA Data Browser filers API,matched
5493000A2XS66AH5XM81,Merchants and Farmers Bank,2025,Official HMDA Data Browser filers API,matched
